Id,Have,Base,Name,Sub Base,Ingredient,Ingredient Type,Amount,Units,Link
466,No,Tequila,Casa Repo Spritz,Casamigos,Sugar Syrup,Syrup,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/casa-repo-spritz/
467,No,Tequila,Casa Repo Spritz,Casamigos,Casamigos Reposado,Spirit,1.5,Ounce,https://www.casamigos.com/en-us/cocktails/casa-repo-spritz/
468,No,Tequila,Casa Repo Spritz,Casamigos,Lemon Juice,Fruit,0.25,Ounce,https://www.casamigos.com/en-us/cocktails/casa-repo-spritz/
469,Yes,Tequila,Casa Toddy,Casamigos,Honey,Syrup,1,Ounce,https://www.casamigos.com/en-us/cocktails/casa-toddy/
470,Yes,Tequila,Casa Toddy,Casamigos,Casamigos Reposado,Spirit,2,Ounce,https://www.casamigos.com/en-us/cocktails/casa-toddy/
471,Yes,Tequila,Casa Toddy,Casamigos,Hot Water,Mixer,0,Top,https://www.casamigos.com/en-us/cocktails/casa-toddy/
472,Yes,Tequila,Casa Toddy,Casamigos,Lemon Juice,Fruit,1,Ounce,https://www.casamigos.com/en-us/cocktails/casa-toddy/
473,Yes,Tequila,Casa Toddy,Casamigos,Angostura Bitters,Bitters,2,Dashes,https://www.casamigos.com/en-us/cocktails/casa-toddy/
474,No,Tequila,Casamigos Margarita,Casamigos,Casamigos Reposado,Spirit,2,Ounce,https://www.casamigos.com/en-us/cocktails/casamigos-margarita/
475,No,Tequila,Casamigos Margarita,Casamigos,Agave Nectar,Mixer,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/casamigos-margarita/
476,No,Tequila,Casamigos Margarita,Casamigos,Lime Juice,Fruit,1,Ounce,https://www.casamigos.com/en-us/cocktails/casamigos-margarita/
477,No,Tequila,Casamigos Margarita,Casamigos,Orange Juice,Fruit,0.25,Ounce,https://www.casamigos.com/en-us/cocktails/casamigos-margarita/
478,No,Tequila,Casamigos Margarita,Casamigos,Lime Wheel,Fruit,1,Wheel,https://www.casamigos.com/en-us/cocktails/casamigos-margarita/
479,No,Tequila,Casamigos Margarita,Casamigos,Orange Liqueur,Cordial,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/casamigos-margarita/
480,No,Tequila,Danny Ocean,Casamigos,Casamigos Reposado,Spirit,2,Ounce,https://www.casamigos.com/en-us/cocktails/danny-ocean/
481,No,Tequila,Danny Ocean,Casamigos,Agave Nectar,Mixer,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/danny-ocean/
482,No,Tequila,Danny Ocean,Casamigos,Lemon Juice,Fruit,0.75,Ounce,https://www.casamigos.com/en-us/cocktails/danny-ocean/
483,No,Tequila,Danny Ocean,Casamigos,Grapefruit Juice,Fruit,0.75,Ounce,https://www.casamigos.com/en-us/cocktails/danny-ocean/
484,No,Tequila,Danny Ocean,Casamigos,Maraschino Liqueur,Cordial,0.25,Ounce,https://www.casamigos.com/en-us/cocktails/danny-ocean/
485,No,Tequila,Dragon Juice,Casamigos,Red Wine,Wine,1,Ounce,https://www.casamigos.com/en-us/cocktails/dragon-juice/
486,No,Tequila,Dragon Juice,Casamigos,Simple Syrup,Syrup,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/dragon-juice/
487,No,Tequila,Dragon Juice,Casamigos,Casamigos Reposado,Spirit,1.5,Ounce,https://www.casamigos.com/en-us/cocktails/dragon-juice/
488,No,Tequila,Dragon Juice,Casamigos,Lemon Juice,Fruit,1,Ounce,https://www.casamigos.com/en-us/cocktails/dragon-juice/
489,No,Tequila,Dragon Juice,Casamigos,Lemon Peel,Fruit,1,Peel,https://www.casamigos.com/en-us/cocktails/dragon-juice/
490,No,Tequila,Dragon Juice,Casamigos,Ginger Liqueur,Cordial,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/dragon-juice/
491,Yes,Tequila,Maple Drop,Casamigos,Maple Syrup,Syrup,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/maple-drop/
492,Yes,Tequila,Maple Drop,Casamigos,Casamigos Reposado,Spirit,2,Ounce,https://www.casamigos.com/en-us/cocktails/maple-drop/
493,Yes,Tequila,Maple Drop,Casamigos,Lemon Juice,Fruit,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/maple-drop/
494,Yes,Tequila,Maple Drop,Casamigos,Almond Liqueur,Cordial,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/maple-drop/
495,No,Tequila,Orange Spice Margarita,Casamigos,Casamigos Reposado,Spirit,2,Ounce,https://www.casamigos.com/en-us/cocktails/orange-spice-margarita/
496,No,Tequila,Orange Spice Margarita,Casamigos,Cinnamon,Spice,1,Pinch,https://www.casamigos.com/en-us/cocktails/orange-spice-margarita/
497,No,Tequila,Orange Spice Margarita,Casamigos,Agave Nectar,Mixer,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/orange-spice-margarita/
498,No,Tequila,Orange Spice Margarita,Casamigos,Orange Juice,Fruit,1,Ounce,https://www.casamigos.com/en-us/cocktails/orange-spice-margarita/
499,No,Tequila,Orange Spice Margarita,Casamigos,Lime Juice,Fruit,1,Ounce,https://www.casamigos.com/en-us/cocktails/orange-spice-margarita/
500,No,Tequila,Orange Spice Margarita,Casamigos,Angostura Bitters,Bitters,1,Dashes,https://www.casamigos.com/en-us/cocktails/orange-spice-margarita/
501,No,Tequila,Pineapple Cilantro Margarita,Casamigos,Simple Syrup,Syrup,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/pineapple-cilantro-margarita/
502,No,Tequila,Pineapple Cilantro Margarita,Casamigos,Casamigos Reposado,Spirit,2,Ounce,https://www.casamigos.com/en-us/cocktails/pineapple-cilantro-margarita/
503,No,Tequila,Pineapple Cilantro Margarita,Casamigos,Pineapple Juice,Juice,1,Ounce,https://www.casamigos.com/en-us/cocktails/pineapple-cilantro-margarita/
504,No,Tequila,Pineapple Cilantro Margarita,Casamigos,Cilantro Leaves,Herb,8,Leaves,https://www.casamigos.com/en-us/cocktails/pineapple-cilantro-margarita/
505,No,Tequila,Pineapple Cilantro Margarita,Casamigos,Lime Juice,Fruit,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/pineapple-cilantro-margarita/
506,No,Tequila,Repo Fresco,Casamigos,Cucumber Slices,Topping,3,Slices,https://www.casamigos.com/en-us/cocktails/repo-fresco/
507,No,Tequila,Repo Fresco,Casamigos,Casamigos Reposado,Spirit,2,Ounce,https://www.casamigos.com/en-us/cocktails/repo-fresco/
508,No,Tequila,Repo Fresco,Casamigos,Agave Nectar,Mixer,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/repo-fresco/
509,No,Tequila,Repo Fresco,Casamigos,Soda Water,Mixer,0,Top,https://www.casamigos.com/en-us/cocktails/repo-fresco/
510,No,Tequila,Repo Fresco,Casamigos,Mint Leaves,Herb,8,Leaves,https://www.casamigos.com/en-us/cocktails/repo-fresco/
511,No,Tequila,Repo Fresco,Casamigos,Grapefruit Juice,Fruit,1.5,Ounce,https://www.casamigos.com/en-us/cocktails/repo-fresco/
512,No,Tequila,Repo Fresco,Casamigos,Lime Juice,Fruit,0.5,Ounce,https://www.casamigos.com/en-us/cocktails/repo-fresco/
513,No,Tequila,Reposado New Fashioned,Casamigos,Simple Syrup,Syrup,0.25,Ounce,https://www.casamigos.com/en-us/cocktails/reposado-new-fashioned/
514,No,Tequila,Reposado New Fashioned,Casamigos,Casamigos Reposado,Spirit,2,Ounce,https://www.casamigos.com/en-us/cocktails/reposado-new-fashioned/
515,No,Tequila,Reposado New Fashioned,Casamigos,Grapefruit Bitters,Bitters,2,Dashes,https://www.casamigos.com/en-us/cocktails/reposado-new-fashioned/
516,No,Tequila,Reposado New Fashioned,Casamigos,Peychauds Bitters,Bitters,2,Dashes,https://www.casamigos.com/en-us/cocktails/reposado-new-fashioned/
517,Yes,Tequila,Corazon Angry Parrot,Corazon,Green Apple Pucker,Unknown,1,Part,https://www.barnonedrinks.com/drinks/c/corazon-angry-parrot-13754.html
518,Yes,Tequila,Corazon Angry Parrot,Corazon,Corazon Tequila,Spirit,1,Part,https://www.barnonedrinks.com/drinks/c/corazon-angry-parrot-13754.html
519,Yes,Tequila,Corazon Angry Parrot,Corazon,Lime Juice,Fruit,1,Splash,https://www.barnonedrinks.com/drinks/c/corazon-angry-parrot-13754.html
520,Yes,Tequila,Corazon de Peche,Corazon,Corazon Tequila,Spirit,1,Part,https://www.barnonedrinks.com/drinks/c/corazon-de-peche-13756.html
521,Yes,Tequila,Corazon de Peche,Corazon,Lime Juice,Fruit,1,Splash,https://www.barnonedrinks.com/drinks/c/corazon-de-peche-13756.html
522,Yes,Tequila,Corazon de Peche,Corazon,Peach Liqueur,Cordial,1,Part,https://www.barnonedrinks.com/drinks/c/corazon-de-peche-13756.html
523,Yes,Tequila,Corazon de Peche,Corazon,Triple Sec,Cordial,1.5,Part,https://www.barnonedrinks.com/drinks/c/corazon-de-peche-13756.html
524,No,Tequila,Corazon Grapefruit,Corazon,Corazon Tequila,Spirit,1,Ounce,https://www.barnonedrinks.com/drinks/c/corazon-grapefruit-13747.html
525,No,Tequila,Corazon Grapefruit,Corazon,Grapefruit Juice,Fruit,0,Juice,https://www.barnonedrinks.com/drinks/c/corazon-grapefruit-13747.html
526,No,Tequila,Corazon Green Iguana,Corazon,Simple Syrup,Syrup,1,Part,https://www.barnonedrinks.com/drinks/c/corazon-green-iguana-13749.html
527,No,Tequila,Corazon Green Iguana,Corazon,Corazon Tequila,Spirit,2,Parts,https://www.barnonedrinks.com/drinks/c/corazon-green-iguana-13749.html
528,No,Tequila,Corazon Green Iguana,Corazon,Lime Juice,Fruit,1.5,Part,https://www.barnonedrinks.com/drinks/c/corazon-green-iguana-13749.html
529,No,Tequila,Corazon Green Iguana,Corazon,Melon Liqueur,Cordial,1,Part,https://www.barnonedrinks.com/drinks/c/corazon-green-iguana-13749.html
530,No,Tequila,Corazon Invisible Hombre,Corazon,Corazon Tequila,Spirit,1.5,Part,https://www.barnonedrinks.com/drinks/c/corazon-invisible-hombre-13748.html
531,No,Tequila,Corazon Invisible Hombre,Corazon,Tonic Water,Mixer,2.5,Part,https://www.barnonedrinks.com/drinks/c/corazon-invisible-hombre-13748.html
532,No,Tequila,Corazon Invisible Hombre,Corazon,Lime Juice,Fruit,1,Splash,https://www.barnonedrinks.com/drinks/c/corazon-invisible-hombre-13748.html
533,No,Tequila,Corazon Tequila Sunrise,Corazon,Simple Syrup,Syrup,1.5,Part,https://www.barnonedrinks.com/drinks/c/corazon-tequila-sunrise-13761.html
534,No,Tequila,Corazon Tequila Sunrise,Corazon,Corazon Tequila,Spirit,1,Part,https://www.barnonedrinks.com/drinks/c/corazon-tequila-sunrise-13761.html
535,No,Tequila,Corazon Tequila Sunrise,Corazon,Seltzer Water,Mixer,1,Part,https://www.barnonedrinks.com/drinks/c/corazon-tequila-sunrise-13761.html
536,No,Tequila,Corazon Tequila Sunrise,Corazon,Grenadine,Mixer,1,Splash,https://www.barnonedrinks.com/drinks/c/corazon-tequila-sunrise-13761.html
537,No,Tequila,Corazon Tequila Sunrise,Corazon,Lime Juice,Fruit,1.5,Part,https://www.barnonedrinks.com/drinks/c/corazon-tequila-sunrise-13761.html
571,No,Vodka,Black Orchid,Grey Goose,Crème de Violette,Cordial,1.5,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
539,No,Tequila,Dirty Mother,Tequila,Tequila,Spirit,0.75,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
540,No,Tequila,Dirty Mother,Tequila,Kahlua,Cordial,0.75,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
541,No,Tequila,Dirty Mother,Tequila,Milk,Mixer,0.75,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
542,No,Tequila,Dirty Mother,Tequila,Coke,Soda,0,Fill,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
543,Yes,Tequila,Mule de Café,Tequila,Tequila,Spirit,0.75,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
544,Yes,Tequila,Mule de Café,Tequila,Kahlua,Cordial,1.5,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
545,Yes,Tequila,Mule de Café,Tequila,Ginger Beer,Mixer,3.5,Ounce,https://advancedmixology.com/blogs/art-of-mixology/29-kahlua-drink-recipes-you-can-try-at-home
546,No,Vodka,Apple Crisp,Effen,Effen Green Apple,Spirit,1.5,Ounce,https://www.ciroc.com/en-us/vodka-drinks/ciroc-crisp
547,No,Vodka,Apple Crisp,Effen,Ginger Beer,Mixer,1,Splash,https://www.ciroc.com/en-us/vodka-drinks/ciroc-crisp
548,No,Vodka,Apple Crisp,Effen,Strawberries,Fruit,4,Strawberries,https://www.ciroc.com/en-us/vodka-drinks/ciroc-crisp
549,No,Vodka,Apple Smash,Effen,Effen Green Apple,Spirit,1.5,Ounce,https://www.ciroc.com/en-us/vodka-drinks/vodka-cranberry
550,No,Vodka,Apple Smash,Effen,Cranberry Juice,Juice,2,Ounce,https://www.ciroc.com/en-us/vodka-drinks/vodka-cranberry
551,No,Vodka,Apple Smash,Effen,Lime Juice,Fruit,0.25,Ounce,https://www.ciroc.com/en-us/vodka-drinks/vodka-cranberry
552,No,Vodka,Green Apple Cooler,Effen,Effen Green Apple,Spirit,3,Ounce,https://www.pinterest.com/pin/448882287857283339/
553,No,Vodka,Green Apple Cooler,Effen,Lemon Lime Soda,Soda,2,Ounce,https://www.pinterest.com/pin/448882287857283339/
19,No,Cognac,Canton Shandy,Ansac,Domain de Canton,Cordial,15,Milliliters,http://kuletos.com.au/cocktails/How-To-Make-A/Canton-Shandy
555,No,Vodka,Jolly Rancher,Effen,Effen Green Apple,Spirit,1,Ounce,https://www.thespruceeats.com/jolly-rancher-vodka-cocktail-761086
556,No,Vodka,Jolly Rancher,Effen,Cranberry Juice,Juice,4,Ounce,https://www.thespruceeats.com/jolly-rancher-vodka-cocktail-761086
557,No,Vodka,Jolly Rancher,Effen,Peach Liqueur,Cordial,1,Ounce,https://www.thespruceeats.com/jolly-rancher-vodka-cocktail-761086
558,No,Vodka,Ruby Apple,Effen,Apertif White Wine,Wine,1,Ounce,https://www.ciroc.com/en-us/vodka-drinks/ruby-apple
559,No,Vodka,Ruby Apple,Effen,Effen Green Apple,Spirit,1,Ounce,https://www.ciroc.com/en-us/vodka-drinks/ruby-apple
560,No,Vodka,Ruby Apple,Effen,Grapefruit Juice,Fruit,0.25,Ounce,https://www.ciroc.com/en-us/vodka-drinks/ruby-apple
561,No,Vodka,A Night in Bangkok,Grey Goose,Grey Goose,Spirit,1.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/a-night-in-bangkok.html
562,No,Vodka,A Night in Bangkok,Grey Goose,Mezcal,Spirit,0.75,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/a-night-in-bangkok.html
563,No,Vodka,A Night in Bangkok,Grey Goose,Salt,Spice,2,Dashes,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/a-night-in-bangkok.html
564,No,Vodka,A Night in Bangkok,Grey Goose,Black Pepper,Spice,1,Dashes,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/a-night-in-bangkok.html
565,No,Vodka,A Night in Bangkok,Grey Goose,Cucumber Slices,Topping,1,Slices,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/a-night-in-bangkok.html
566,No,Vodka,A Night in Bangkok,Grey Goose,Simple Syrup,Syrup,0.75,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/a-night-in-bangkok.html
567,No,Vodka,A Night in Bangkok,Grey Goose,Lime Juice,Fruit,0.75,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/a-night-in-bangkok.html
568,No,Vodka,Black Orchid,Grey Goose,Simple Syrup,Syrup,1.5,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
569,No,Vodka,Black Orchid,Grey Goose,Grey Goose LOrange,Spirit,2.5,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
570,No,Vodka,Black Orchid,Grey Goose,Lemon Juice,Fruit,2,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
334,No,Gin,Queen Bee,Bombay,Elderflower Tonic Water,Mixer,100,Milliliters,https://www.bombaysapphire.com/distillery/gin-cocktails/queen-bee/
572,No,Vodka,Black Orchid,Grey Goose,Peach Bitters,Bitters,1,Dashes,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
573,No,Vodka,Cotes d'Azur,Grey Goose,Grey Goose Le Citron,Spirit,2,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
574,No,Vodka,Cotes d'Azur,Grey Goose,Grapefruit Zest,Fruit,1,Zest,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
575,No,Vodka,Cotes d'Azur,Grey Goose,Grapefruit Juice,Fruit,3,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
576,No,Vodka,Cotes d'Azur,Grey Goose,Grapefruit Wedge,Fruit,1,Wedge,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
577,No,Vodka,East 8,Grey Goose,Grey Goose,Spirit,45,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/east-8.html
578,No,Vodka,East 8,Grey Goose,Passion Fruit Juice,Juice,7.5,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/east-8.html
579,No,Vodka,East 8,Grey Goose,Simple Syrup,Syrup,15,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/east-8.html
580,No,Vodka,East 8,Grey Goose,Pineapple Juice,Juice,30,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/east-8.html
581,No,Vodka,East 8,Grey Goose,Lime Juice,Fruit,15,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/east-8.html
582,No,Vodka,East 8,Grey Goose,Aperol,Cordial,15,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/east-8.html
583,No,Vodka,Flame of Love,Grey Goose,Grey Goose,Spirit,1.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/flame-of-love.html
584,No,Vodka,Flame of Love,Grey Goose,Fino Sherry,Wine,1,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/flame-of-love.html
585,No,Vodka,French Hawaiian,Grey Goose,Aromatic Bitters,Bitters,1,Dashes,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
586,No,Vodka,French Hawaiian,Grey Goose,Blood Orange Syrup,Syrup,1,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
587,No,Vodka,French Hawaiian,Grey Goose,Orgeat Syrup,Syrup,0.5,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
588,No,Vodka,French Hawaiian,Grey Goose,Grey Goose LOrange,Spirit,3.5,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
589,No,Vodka,French Hawaiian,Grey Goose,Lime Juice,Fruit,1,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
590,No,Vodka,Fresh Berry Lemonade,Grey Goose,Grey Goose Le Citron,Spirit,1,Ounce,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
591,No,Vodka,Fresh Berry Lemonade,Grey Goose,Raspberries,Fruit,3,Raspberries,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
603,No,Vodka,Honeydew Cooler,Grey Goose,Honeydew Melon,Fruit,1,Slices,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/honeydew-cooler.html
593,No,Vodka,Fresh Berry Lemonade,Grey Goose,Sugar Syrup,Syrup,1,Teaspoon,https://www.thrillist.com/drink/nation/9-grey-goose-cocktails-for-every-type-of-celebration
594,No,Vodka,Grey Goose Verde,Grey Goose,Grey Goose,Spirit,50,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-goose-verte.html
595,No,Vodka,Grey Goose Verde,Grey Goose,Green Chartreuse,Cordial,10,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-goose-verte.html
596,No,Vodka,Grey Goose Verde,Grey Goose,Gomme Syrup,Syrup,5,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-goose-verte.html
597,No,Vodka,Grey Goose Verde,Grey Goose,Lime Juice,Fruit,20,Milliliters,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-goose-verte.html
598,No,Vodka,Grey Goose Verde,Grey Goose,Angostura Bitters,Bitters,1,Dashes,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-goose-verte.html
599,No,Vodka,Grey Hound,Grey Goose,Grey Goose,Spirit,1,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-hound.html
600,No,Vodka,Grey Hound,Grey Goose,Lime Slice,Fruit,1,Slices,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-hound.html
601,No,Vodka,Grey Hound,Grey Goose,Grapefruit Juice,Fruit,2,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/grey-hound.html
602,No,Vodka,Honeydew Cooler,Grey Goose,Grey Goose,Spirit,1.5,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/honeydew-cooler.html
679,No,Whisky,Forbidden Fruit,Irish Cider Whisky,Irish Cider Whisky,Spirit,1.5,Ounce,https://www.townandcountrymag.com/leisure/drinks/g25936434/irish-whiskey-cocktails/
604,No,Vodka,Honeydew Cooler,Grey Goose,Honey,Topping,3,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/honeydew-cooler.html
605,No,Vodka,Honeydew Cooler,Grey Goose,Coconut Water,Mixer,3,Ounce,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/honeydew-cooler.html
415,No,Rum,Signed and Sealed,Diplomatico,Lavender Bitters,Bitters,3,Dashes,https://rondiplomatico.com/cocktails/signed-sealed/
607,No,Vodka,Honeydew Cooler,Grey Goose,Club Soda,Soda,0,Fill,https://www.greygoose.com/en-gl/cocktails/grey-goose-vodka/honeydew-cooler.html
